"PlotVisit","PlotID","Date","Latitude","Longitude","GDMforb","GDMgrass","GDMshrub","GDMherb","GDMtotal","cc","cti","elev","gsri","slope","Year","cover_class","ndvi_dur","ndvi_ti","sum_precip","class_name","cc_std","cti_std","elev_std","gsri_std","ndvi_ti_std","sum_precip_std","slope_std","ndvi_dur_std"
"481.2014-08-05",481,2014-08-05,46.73917,-113.98021,1.348,18.748,0,20.096,20.096,6.63354562970146,4.83320767178172,1290.62809087098,602233.56277708,31.3134950619553,2014,"3",245.632430098901,28.1819506446398,153.894907462824,"Grass/Shrub/Open Woodland",-0.639098557495711,-0.82782677062631,-0.629077620011945,0.769379939269943,-0.283347945530186,0.640937836209715,1.75275321347023,0.499168894686632
"483.2014-08-05",483,2014-08-05,46.73936,-113.98192,35.646,44.63,0,80.276,80.276,25,4.38140600703685,1257.60928881253,543912.466060414,27.1385756938642,2014,"3",236.085084619814,26.2266678699702,153.754256618572,"Grass/Shrub/Open Woodland",0.298079630859162,-1.09150532636177,-0.728410676730276,-0.288610362243294,-0.441403466988795,0.635195493333615,1.29302431197569,0.267974222679757
"484.2014-08-05",484,2014-08-05,46.74014,-113.98495,1.108,28.592,0,29.7,29.7,24.0528652501063,5.2513440008884,1242.71513777331,596842.548475177,29.2063890754446,2014,"3",251.683169395221,35.6653529437124,153.540564599378,"Grass/Shrub/Open Woodland",0.249750540707242,-0.583795834127572,-0.773217921624597,0.671582724062511,0.321573791615639,0.626471103155824,1.52072537410287,0.645691159967182
"485.2014-08-05",485,2014-08-05,46.74152,-113.9774,34.614,27.864,0,62.478,62.478,7.15130861979756,4.49034448627154,1325.60874186218,599803.563248707,20.6573964329094,2014,"3",246.782440609885,29.1894829991034,154.448808761204,"Grass/Shrub/Open Woodland",-0.612678859318137,-1.02792711691706,-0.523842578994931,0.725297847566653,-0.201903944829032,0.663551928515459,0.579337373540199,0.527017085942926
"493.2015-08-18",493,2015-08-18,46.58965,-113.90775,0.155,8.302,0,8.457,8.457,10.3402329229062,4.09524563452232,1333.67619849136,607633.149248867,28.7072740975982,2015,"3",274.159042513179,25.125351259416,113.646456409923,"Grass/Shrub/Open Woodland",-0.449958813253003,-1.25851301938558,-0.499572615308776,0.867332660342481,-0.530428529464267,-1.00228305880579,1.46576441312275,1.18995784906486
"495.2014-08-05",495,2014-08-05,46.74679,-113.98418,47.708,39.252,0,86.96,86.96,0,5.05190606726955,1340.86055453515,567185.857883659,16.7778020043731,2014,"3",257.46115732123,28.9020235383816,154.3076477034,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.700190948176517,-0.477959352504147,0.133587165212899,-0.225140765380607,0.657788755183889,0.152128719282804,0.7856085879412
"496.2014-08-05",496,2014-08-05,46.74615,-113.98574,4.132,18.546,0,22.678,22.678,19.046623996029,4.80866595211668,1323.94040704653,610531.165372707,20.82567178982,2014,"3",249.432491617307,30.7550615155432,154.082481947969,"Grass/Shrub/Open Woodland",-0.00570105677424891,-0.842149704120137,-0.528861561711936,0.919904939076328,-0.0753502145932084,0.648595927522524,0.597867323021946,0.591189653574879
"497.2014-08-05",497,2014-08-05,46.74657,-113.98277,19.754,27.746,0,47.5,47.5,35.5714541263719,4.74427524523137,1349.37076416191,609037.119365155,23.2484404131309,2014,"3",270.687940292459,26.4956859475231,154.409878011017,"Grass/Shrub/Open Woodland",0.83750526123296,-0.87972913314657,-0.452357420185605,0.892801776155997,-0.419657357893857,0.661962505308049,0.864654932450543,1.10590303600928
"498.2014-07-31",498,2014-07-31,46.7472,-113.98119,8.694,5.997,9.11,14.691,23.801,32.6679021902027,4.22652835385507,1389.55953006531,577611.466220177,23.6870960959558,2014,"3",237.260938216225,30.3084035446556,154.678836679937,"Grass/Shrub/Open Woodland",0.68934680405497,-1.18189436007578,-0.331454397845332,0.322715853258636,-0.111455866121904,0.672943263401925,0.912958307299104,0.296448219681942
"499.2014-07-31",499,2014-07-31,46.74732,-113.97998,16.035,25.563,0,41.598,41.598,0,5.38902087681864,1413.66644242444,618368.884508194,20.942414925776,2014,"3",228.047076928112,32.2831597634135,154.835171771317,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.503445444484904,-0.258931679170218,1.0620872932871,0.0481737935635836,0.679325946016025,0.610722707502015,0.0733290665007693
"505.2015-07-17",505,2015-07-17,46.53762,-113.89822,0,15.725,89.101,15.725,104.826,11.362005836662,6.4261230636149,1419.22550367873,583872.177468274,8.91165529380087,2015,"3",260.990647145604,27.0837654962489,114.592689210031,"Grass/Shrub/Open Woodland",-0.397821189467959,0.101823699264166,-0.242207918390057,0.436290051172671,-0.372119875879929,-0.963651273780229,-0.714066449391747,0.871077291685641
"507.2015-07-17",507,2015-07-17,46.53764,-113.89694,0.326,4.209,91.263,4.535,95.798,0,6.68977091152751,1427.95059457575,585199.418258032,6.27490910297756,2015,"3",269.611445222088,29.1678188172558,114.830745445663,"Grass/Shrub/Open Woodland",-0.97758600587696,0.255692728940312,-0.215959541861667,0.460367237000611,-0.203655171609757,-0.953932167321564,-1.00441659102367,1.07983506504745
"508.2015-07-17",508,2015-07-17,46.53909,-113.90083,1.276,8.808,121.309,10.084,131.393,0,4.70954322608718,1404.36608725184,502969.094251787,19.6660891014675,2015,"3",271.198903917722,29.8247794468363,114.10290597054,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.899999285650078,-0.286910668420819,-1.0313551445512,-0.150549679027654,-0.983647622263374,0.470177749042912,1.11827632531874
"513.2014-07-23",513,2014-07-23,46.54398,-113.91036,13.744,50.244,0,63.988,63.988,22.5202639324391,5.2365589269039,1350.16791860451,603605.065176389,16.2936703832891,2014,"3",222.702581654783,15.6023425118607,142.091915773502,"Grass/Shrub/Open Woodland",0.171547067276657,-0.592424635787426,-0.449959277838725,0.7942600653077,-1.30022210252127,0.159057861695998,0.0988176781065709,-0.0560910780269506
"514.2014-07-23",514,2014-07-23,46.54458,-113.91607,37.678,12.639,0,50.317,50.317,0,5.42854589621901,1336.34189349171,606430.08428286,13.8627221099994,2014,"3",217.322370978214,13.6900675478392,139.284903335907,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.480378021666104,-0.491553195579515,0.845508121062822,-1.45480108236306,0.0444561473601713,-0.168870648477933,-0.186376092371709
"516.2014-07-23",516,2014-07-23,46.5446,-113.91216,1.026,31.313,0,32.339,32.339,0,5.35045874827331,1360.22621032468,601841.040431337,19.0875191427792,2014,"3",NA,12.2673923981968,141.246278990204,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.525950909060073,-0.419700128516432,0.762259276965846,-1.56980320152249,0.124533103710114,0.406467457155974,NA
"522.2015-08-28",522,2015-08-28,46.72833,-113.74938,8.219,1.47,0,9.689,9.689,27.1013641243621,4.57412176362255,1570.39054806244,579973.921027014,19.9700659314448,2015,"3",254.947779677903,32.3963003171225,107.439488921948,"Grass/Shrub/Open Woodland",0.405305151007917,-0.979033380529789,0.212553762576342,0.36557263089333,0.0573195240156003,-1.25569451698874,0.503650715058333,0.724745647435779
"523.2015-08-28",523,2015-08-28,46.72587,-113.74698,11.585,3.105,0,14.69,14.69,13.6526840836765,4.22055647912893,1597.96105728862,622166.048126605,24.7937298420228,2015,"3",267.458076116759,32.1924235925667,107.51772626335,"Grass/Shrub/Open Woodland",-0.280935608486549,-1.18537964006853,0.29549629186221,1.13097081070542,0.0408391241315506,-1.25250032613673,1.03481731140935,1.02768994627001
"524.2015-08-28",524,2015-08-28,46.72834,-113.75127,22.234,17.677,0,39.911,39.911,0,4.62419585651131,1531.8746015442,612748.122238026,26.0197057611988,2015,"3",244.192208805459,34.4965669932711,107.450061464774,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.949809352548116,0.0966832142358828,0.960122270272549,0.227094836825222,-1.25526287247002,1.16981789774146,0.464293076032759
"527.2014-08-06",527,2014-08-06,46.74827,-113.96684,14.609,18.004,0,32.613,32.613,0,4.78273275272577,1496.72513167516,595105.293745738,29.5504093638662,2014,"3",219.53547185685,31.1340270808501,156.28600255049,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.857284727061799,-0.00905969787643393,0.640067564738037,-0.0447164869219977,0.738558919934327,1.55860779896996,-0.132784533034613
"528.2014-08-06",528,2014-08-06,46.74951,-113.96599,28.603,12.258,108.192,40.861,149.053,17.6034986249479,5.05116554380669,1521.00881158603,586074.600756502,18.5986324722893,2014,"3",156.433513460861,29.7156338304353,156.558524375027,"Grass/Shrub/Open Woodland",-0.0793388745898581,-0.700623129313537,0.0639948045142388,0.476243731915201,-0.159372478235353,0.749685150750971,0.352632804995389,-1.66083613714886
"529.2014-08-06",529,2014-08-06,46.7507,-113.9675,10.912,10.761,99.279,21.673,120.952,36.2653060348197,5.15827782341234,1576.940525964,621326.346190013,18.4994683008227,2014,"3",215.916364171736,32.6303252938416,156.498969656682,"Grass/Shrub/Open Woodland",0.872910182696585,-0.638110718687735,0.232258575768764,1.11573796092909,0.0762369615386318,0.747253714136133,0.341713160423475,-0.220423386792456
"530.2014-08-06",530,2014-08-06,46.74771,-113.96889,81.092,22.602,0,103.694,103.694,20.3023752101232,4.71927787235498,1495.42964704,624291.873699013,23.8430163488005,2014,"3",219.196924282421,35.141997572328,156.042000232482,"Grass/Shrub/Open Woodland",0.0583756901101401,-0.8943179930193,-0.0129570060984003,1.1695349489836,0.279268296367619,0.728597053157015,0.930127751841899,-0.140982664714272
"5325.2015-08-05",5325,2015-08-05,46.73476,-114.04418,0.716,2.593,0,3.309,3.309,0,4.67632774488698,1079.28391431638,519767.476913856,15.5671627649357,2015,"3",288.656874510693,13.429851775581,108.372034936516,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.919384362763222,-1.26488091292445,-0.72661934673314,-1.47583565603641,-1.21762152146684,0.01881695956198,1.54103150831579
"5326.2015-08-05",5326,2015-08-05,46.7313,-114.04746,0.156,9.795,0,9.951,9.951,0,6.25808079218353,991.275853583865,529106.282805971,5.49946830082266,2015,"3",214.272413527704,19.3104160615293,108.232690635813,"Grass/Shrub/Open Woodland",-0.97758600587696,0.00375158733745965,-1.52964247734882,-0.55720610490793,-1.00047952508319,-1.22331052217436,-1.08980567682815,-0.260232633328593
"5340.2015-08-07",5340,2015-08-07,46.84105,-113.95497,0,12.813,0,12.813,12.813,0,5.92005239934732,1334.50969660818,586729.201595742,18.7632046155565,2015,"3",209.78874973841,23.0544764508073,116.515123065455,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.193527097925825,-0.497065137430978,0.488118703036598,-0.697827947078138,-0.885164191721715,0.37075496831646,-0.368807229421859
"5344.2015-08-07",5344,2015-08-07,46.84121,-113.96618,11.006,18.622,0,29.628,29.628,0,6.7578938257196,1368.80513703578,609652.726627048,16.3134950619553,2015,"3",232.510316936909,26.8411355957976,116.410999462022,"Grass/Shrub/Open Woodland",-0.97758600587696,0.295450332836715,-0.39389146919358,0.903969373291354,-0.391732893461885,-0.889415239311089,0.101000708949118,0.181409088553178
"5364.2015-08-06",5364,2015-08-06,46.53951,-113.90578,0.307,23.937,0,24.244,24.244,0,5.61743393665325,1378.49934938336,604998.930105127,11.7937298420228,2015,"3",238.922996349108,28.5249976750023,113.060481080662,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.370139991167642,-0.364727608455774,0.819545865116797,-0.255617697010036,-1.02620663548552,-0.396701525842276,0.336695949873558
"5367.2015-08-06",5367,2015-08-06,46.54042,-113.90758,79.84,24.607,0,104.447,104.447,0,5.45892850780063,1383.01911460329,592726.96102801,11.5005316991773,2015,"3",261.498420816003,27.7434877632283,112.732759066578,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.462646251806789,-0.351130443599509,0.596922749383272,-0.318791146002022,-1.03958652085285,-0.428987576960001,0.883373334333172
"539.2015-08-21",539,2015-08-21,46.57577,-113.82141,0,0.258,13.972,0.258,14.23,31.8331652440166,7.27064204087001,1926.43094827329,595686.741273815,3.49958721829004,2015,"3",185.595671298601,35.8886634629829,125.291909441588,"Grass/Shrub/Open Woodland",0.646752994536423,0.594698253720642,1.28365807476666,0.650615477589063,0.339625124664613,-0.526834904828312,-1.31002624928266,-0.954657070823328
"592.2014-08-21",592,2014-08-21,46.76399,-113.81277,0.432,0,0,0.432,0.432,20.1972145072225,13.4263995294958,1369.67131639132,552562.125685125,20.0033348986491,2014,"3",212.663211749264,30.5737599464737,181.185117423052,"Grass/Shrub/Open Woodland",0.05300969430912,4.1872951180443,-0.391285673777381,-0.131698772620892,-0.0900057490313801,1.7551134644113,0.507314188385168,-0.299200415333982
"629.2015-07-20",629,2015-07-20,46.7582,-114.00845,4.555,15.437,0,19.992,19.992,0,5.0312928569043,1407.36376682776,596129.222620217,26.7073930150656,2015,"3",NA,25.4987217189471,111.1493683037,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.71222114187058,-0.277892513406869,0.658642435233022,-0.500247082850542,-1.10423151260953,1.24554384066824,NA
"658.2015-08-27",658,2015-08-27,46.46227,-113.91527,0.387,6.502,0,6.889,6.889,14.0450149377346,7.31481937758804,1487.13668673209,577406.021073238,11.4102980312036,2015,"3",303.519316730089,27.8538552243377,121.975041522667,"Grass/Shrub/Open Woodland",-0.260916288936417,0.620480842079691,-0.0379053702204659,0.318988917635161,-0.309869578828367,-0.662252455759999,-0.438923822764516,1.90093442181787
"659.2015-08-27",659,2015-08-27,46.46587,-113.9144,3.144,8.939,0,12.083,12.083,0,4.99776446464834,1539.04881426633,586335.32224648,8.68615161506847,2015,"3",296.351414162165,28.3669965133987,121.684848370175,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.731788838796123,0.118265962088943,0.480973423627497,-0.268389740170156,-0.674100152734449,-0.738898200466744,1.72735938079748
"66.2014-08-19",66,2014-08-19,46.72836,-113.8046,0,11.175,698.317,11.175,709.492,41.8745969266317,6.90097414626855,1683.71573236065,553831.036370677,17.5197652199325,2014,"3",190.561842477727,44.314731556132,180.014865416748,"Grass/Shrub/Open Woodland",1.15913336818224,0.378954257723357,0.553478819142074,-0.108679740497357,1.02074736619484,1.70733566181546,0.23383135925365,-0.834398270154279
"660.2015-08-27",660,2015-08-27,46.46275,-113.91473,0,14.509,0,14.509,14.509,11.900419508916,11.1399747181984,1492.62545448511,586032.724289901,9.16268318149264,2015,"3",311.381099677266,28.374169566589,121.949804474652,"Grass/Shrub/Open Woodland",-0.370347756666228,2.85290164611878,-0.0213930789035477,0.475484060063675,-0.267809905541049,-0.663282807078939,-0.686424053245111,2.09131219057497
"680.2014-07-09",680,2014-07-09,46.66172,-113.84101,19.206,60.089,0,79.295,79.295,25.5547962613619,6.01364761258412,1853.04916758931,633329.962353371,10.0198246786662,2014,"3",198.665053225362,51.3715877505334,169.453018427733,"Grass/Shrub/Open Woodland",0.326389011899521,-0.138903459777063,1.0628978978871,1.33349294495514,1.59118919696941,1.27612782130767,-0.592038345599419,-0.638174183039635
"680.2014-09-04",680,2014-09-04,46.66168,-113.84107,33.78,16.92,0,50.7,50.7,25.5547962613619,6.01364761258412,1853.04916758931,633329.962353371,10.0198246786662,2014,"3",198.665053225362,51.3715877505334,169.453018427733,"Grass/Shrub/Open Woodland",0.326389011899521,-0.138903459777063,1.0628978978871,1.33349294495514,1.59118919696941,1.27612782130767,-0.592038345599419,-0.638174183039635
"680.2014-09-23",680,2014-09-23,46.66159,-113.84119,44.28,62.509,0,106.789,106.789,25.5547962613619,6.01364761258412,1853.04916758931,633329.962353371,10.0198246786662,2014,"3",198.665053225362,51.3715877505334,169.453018427733,"Grass/Shrub/Open Woodland",0.326389011899521,-0.138903459777063,1.0628978978871,1.33349294495514,1.59118919696941,1.27612782130767,-0.592038345599419,-0.638174183039635
"680.2015-06-01",680,2015-06-01,46.66152,-113.84124,19.5,16.366,0,35.866,35.866,25.5547962613619,6.01364761258412,1853.04916758931,633329.962353371,10.0198246786662,2015,"3",225.358368164909,47.4134176123222,113.219843946714,"Grass/Shrub/Open Woodland",0.326389011899521,-0.138903459777063,1.0628978978871,1.33349294495514,1.27123003130727,-1.01970033811168,-0.592038345599419,0.00822037822795121
"680.2015-06-17",680,2015-06-17,46.66145,-113.84138,19.601,43.303,0,62.904,62.904,4.69736295382886,4.91739621514458,1850.35365743787,632688.118583219,10.5208286182872,2015,"3",225.420063594025,47.3093974873038,113.258067331476,"Grass/Shrub/Open Woodland",-0.737895425737889,-0.778693012927722,1.05478878289607,1.32184939704304,1.26282155182033,-1.0181397944665,-0.536869378129825,0.00971436988564179
"680.2015-07-02",680,2015-07-02,46.66164,-113.84109,21.306,9.273,0,30.579,30.579,25.5547962613619,6.01364761258412,1853.04916758931,633329.962353371,10.0198246786662,2015,"3",225.358368164909,47.4134176123222,113.219843946714,"Grass/Shrub/Open Woodland",0.326389011899521,-0.138903459777063,1.0628978978871,1.33349294495514,1.27123003130727,-1.01970033811168,-0.592038345599419,0.00822037822795121
"680.2015-08-07",680,2015-08-07,46.66162,-113.84113,56.127,22.923,0,79.05,79.05,25.5547962613619,6.01364761258412,1853.04916758931,633329.962353371,10.0198246786662,2015,"3",225.358368164909,47.4134176123222,113.219843946714,"Grass/Shrub/Open Woodland",0.326389011899521,-0.138903459777063,1.0628978978871,1.33349294495514,1.27123003130727,-1.01970033811168,-0.592038345599419,0.00822037822795121
"680.2015-09-09",680,2015-09-09,46.66157,-113.84124,16.564,22.437,0,39.001,39.001,25.5547962613619,6.01364761258412,1853.04916758931,633329.962353371,10.0198246786662,2015,"3",225.358368164909,47.4134176123222,113.219843946714,"Grass/Shrub/Open Woodland",0.326389011899521,-0.138903459777063,1.0628978978871,1.33349294495514,1.27123003130727,-1.01970033811168,-0.592038345599419,0.00822037822795121
"680.2015-09-23",680,2015-09-23,46.66156,-113.84119,16.177,22.368,0,38.545,38.545,25.5547962613619,6.01364761258412,1853.04916758931,633329.962353371,10.0198246786662,2015,"3",225.358368164909,47.4134176123222,113.219843946714,"Grass/Shrub/Open Woodland",0.326389011899521,-0.138903459777063,1.0628978978871,1.33349294495514,1.27123003130727,-1.01970033811168,-0.592038345599419,0.00822037822795121
"681.2014-06-23",681,2014-06-23,46.47952,-113.90017,7.833,35.264,62.21,43.097,105.307,6.46801322229052,5.88151211121953,1836.8030883784,550278.513360387,20.7252098144898,2014,"3",270.44378167174,29.9749588256291,151.178241952413,"Grass/Shrub/Open Woodland",-0.647545117651724,-0.216019816089899,1.01402354124474,-0.173125285975496,-0.138409910634597,0.530024709997538,0.586804768397898,1.0999905892084
"681.2014-07-10",681,2014-07-10,46.47952,-113.90019,2.558,53.972,124.831,56.53,181.361,6.46801322229052,5.88151211121953,1836.8030883784,550278.513360387,20.7252098144898,2014,"3",270.44378167174,29.9749588256291,151.178241952413,"Grass/Shrub/Open Woodland",-0.647545117651724,-0.216019816089899,1.01402354124474,-0.173125285975496,-0.138409910634597,0.530024709997538,0.586804768397898,1.0999905892084
"681.2014-09-23",681,2014-09-23,46.47942,-113.90022,0.752,47.525,81.137,48.277,129.414,6.46801322229052,5.88151211121953,1836.8030883784,550278.513360387,20.7252098144898,2014,"3",270.44378167174,29.9749588256291,151.178241952413,"Grass/Shrub/Open Woodland",-0.647545117651724,-0.216019816089899,1.01402354124474,-0.173125285975496,-0.138409910634597,0.530024709997538,0.586804768397898,1.0999905892084
"681.2015-05-28",681,2015-05-28,46.47952,-113.9002,1.597,17.937,4.122,19.534,23.656,6.46801322229052,5.88151211121953,1836.8030883784,550278.513360387,20.7252098144898,2015,"3",255.268230432199,29.0145818923291,122.036248294631,"Grass/Shrub/Open Woodland",-0.647545117651724,-0.216019816089899,1.01402354124474,-0.173125285975496,-0.216042097117295,-0.659753570859424,0.586804768397898,0.732505553809353
"681.2015-06-16",681,2015-06-16,46.47949,-113.90022,6.5,26.519,37.272,33.019,70.291,6.46801322229052,5.88151211121953,1836.8030883784,550278.513360387,20.7252098144898,2015,"3",255.268230432199,29.0145818923291,122.036248294631,"Grass/Shrub/Open Woodland",-0.647545117651724,-0.216019816089899,1.01402354124474,-0.173125285975496,-0.216042097117295,-0.659753570859424,0.586804768397898,0.732505553809353
"681.2015-07-03",681,2015-07-03,46.47948,-113.90025,15.506,22.361,49.239,37.867,87.106,6.46801322229052,5.88151211121953,1836.8030883784,550278.513360387,20.7252098144898,2015,"3",255.268230432199,29.0145818923291,122.036248294631,"Grass/Shrub/Open Woodland",-0.647545117651724,-0.216019816089899,1.01402354124474,-0.173125285975496,-0.216042097117295,-0.659753570859424,0.586804768397898,0.732505553809353
"681.2015-08-07",681,2015-08-07,46.47948,-113.90023,3.875,23.748,4.125,27.623,31.748,6.46801322229052,5.88151211121953,1836.8030883784,550278.513360387,20.7252098144898,2015,"3",255.268230432199,29.0145818923291,122.036248294631,"Grass/Shrub/Open Woodland",-0.647545117651724,-0.216019816089899,1.01402354124474,-0.173125285975496,-0.216042097117295,-0.659753570859424,0.586804768397898,0.732505553809353
"681.2015-09-09",681,2015-09-09,46.47948,-113.90025,3.943,22.447,40.391,26.39,66.781,6.46801322229052,5.88151211121953,1836.8030883784,550278.513360387,20.7252098144898,2015,"3",255.268230432199,29.0145818923291,122.036248294631,"Grass/Shrub/Open Woodland",-0.647545117651724,-0.216019816089899,1.01402354124474,-0.173125285975496,-0.216042097117295,-0.659753570859424,0.586804768397898,0.732505553809353
"681.2015-09-23",681,2015-09-23,46.47951,-113.90017,7.048,50.549,52.563,57.597,110.16,6.46801322229052,5.88151211121953,1836.8030883784,550278.513360387,20.7252098144898,2015,"3",255.268230432199,29.0145818923291,122.036248294631,"Grass/Shrub/Open Woodland",-0.647545117651724,-0.216019816089899,1.01402354124474,-0.173125285975496,-0.216042097117295,-0.659753570859424,0.586804768397898,0.732505553809353
"682.2015-05-20",682,2015-05-20,46.69057,-113.98768,1.345,35.474,0,36.819,36.819,0,5.77485236927236,1440.65657086949,539810.988974516,7.1744471276474,2015,"3",254.289015379283,30.6514589109702,113.606542918243,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.278268118622444,-0.177735154992233,-0.363014363934837,-0.0837249437640419,-1.00391260433625,-0.905362312012981,0.708793276561289
"682.2015-06-15",682,2015-06-15,46.69077,-113.9876,0.825,49.468,0,50.293,50.293,0,5.58109114082842,1437.10105313324,553078.86416775,6.71750240495466,2015,"3",254.244323424783,30.3104133768832,113.62501455249,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.39135021827004,-0.188431498376606,-0.122324732456787,-0.11129340108877,-1.00315846412547,-0.955679618022011,0.707711034195116
"682.2015-07-02",682,2015-07-02,46.69082,-113.98754,5.007,31.791,0,36.798,36.798,0,6.6830037316135,1439.77532188469,575043.649818441,6.0501120701977,2015,"3",255.049655048324,30.1831179049037,113.628004765532,"Grass/Shrub/Open Woodland",-0.97758600587696,0.251743296334445,-0.180386285558248,0.276133655699807,-0.121583346084799,-1.00303638289199,-1.02917052848388,0.727212620365764
"682.2015-07-15",682,2015-07-15,46.69076,-113.98753,7.4,49.146,0,56.546,56.546,0,6.6830037316135,1439.77532188469,575043.649818441,6.0501120701977,2015,"3",255.049655048324,30.1831179049037,113.628004765532,"Grass/Shrub/Open Woodland",-0.97758600587696,0.251743296334445,-0.180386285558248,0.276133655699807,-0.121583346084799,-1.00303638289199,-1.02917052848388,0.727212620365764
"682.2015-09-09",682,2015-09-09,46.69057,-113.98795,1.083,37.34,0,38.423,38.423,0,5.08006204663587,1438.50147618006,520747.009035066,11.4797625396239,2015,"3",242.412069246597,31.0186766893801,113.603348190963,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.683758675889913,-0.184218495685184,-0.708849868060693,-0.054040849878821,-1.00404303525925,-0.431274611047285,0.421185933598339
"682.2015-09-23",682,2015-09-23,46.69087,-113.9875,0.817,55.052,0,55.869,55.869,0,6.6830037316135,1439.77532188469,575043.649818441,6.0501120701977,2015,"3",255.049655048324,30.1831179049037,113.628004765532,"Grass/Shrub/Open Woodland",-0.97758600587696,0.251743296334445,-0.180386285558248,0.276133655699807,-0.121583346084799,-1.00303638289199,-1.02917052848388,0.727212620365764
"683.2015-07-15",683,2015-07-15,46.69654,-113.98652,6.501,17.94,0,24.441,24.441,0,5.24518220020178,1561.79549988633,570727.520313919,16.2155539844464,2015,"3",NA,36.6666903840238,114.007700527839,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.587391957897269,0.186696603783499,0.197835691276343,0.402517025676086,-0.987534568684217,0.0902157476110644,NA
"685.2015-07-15",685,2015-07-15,46.69594,-113.987787,1.202,32.117,0,33.319,33.319,0,4.84950395980276,1534.26621643442,497743.383033145,18.2746712680428,2015,"3",NA,41.2734880255324,113.975080045706,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.818316000692199,0.103878097233713,-1.12615363256132,0.774908074641345,-0.988866362987983,0.316959222963271,NA
"686.2015-05-20",686,2015-05-20,46.68989,-113.9894,1.26,32.322,0,33.582,33.582,0,4.99824694270038,1436.36526168842,499214.539035576,16.4791713817128,2015,"3",NA,32.5720210927839,113.555184626723,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.731507257018407,-0.190645037595626,-1.09946571223385,0.0715239343382738,-1.00600940596588,0.119244460689077,NA
"686.2015-06-15",686,2015-06-15,46.69022,-113.98927,3.531,34.545,0,38.076,38.076,0,5.74448272823159,1427.6294702436,474689.701415752,20.5797522745104,2015,"3",131.333058256141,32.3461755586968,113.574474317923,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.295992318670173,-0.21692560542277,-1.5443654450701,0.0532676830575585,-1.00522186699706,0.570787444667061,-2.26865864875585
"686.2015-07-02",686,2015-07-02,46.69028,-113.98894,1.566,57.142,0,58.708,58.708,0,4.85564337837419,1436.00200787924,494217.654219857,17.0289895876679,2015,"3",162.787724800627,32.0077577802869,113.577873559441,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.814732939476863,-0.191737842572809,-1.1901131103528,0.0259116406833403,-1.00508308638455,0.179788700603589,-1.50696511511686
"686.2015-07-15",686,2015-07-15,46.69015,-113.98923,6.249,70.587,0,76.836,76.836,0,5.74448272823159,1427.6294702436,474689.701415752,20.5797522745104,2015,"3",131.333058256141,32.3461755586968,113.574474317923,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.295992318670173,-0.21692560542277,-1.5443654450701,0.0532676830575585,-1.00522186699706,0.570787444667061,-2.26865864875585
"686.2015-09-09",686,2015-09-09,46.68994,-113.98943,5.727,40.126,0,45.853,45.853,0,4.99824694270038,1436.36526168842,499214.539035576,16.4791713817128,2015,"3",NA,32.5720210927839,113.555184626723,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.731507257018407,-0.190645037595626,-1.09946571223385,0.0715239343382738,-1.00600940596588,0.119244460689077,NA
"686.2015-09-23",686,2015-09-23,46.69026,-113.98891,0.303,51.725,0,52.028,52.028,0,4.85564337837419,1436.00200787924,494217.654219857,17.0289895876679,2015,"3",162.787724800627,32.0077577802869,113.577873559441,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.814732939476863,-0.191737842572809,-1.1901131103528,0.0259116406833403,-1.00508308638455,0.179788700603589,-1.50696511511686
"690.2015-08-25",690,2015-08-25,46.69543,-113.98164,17.752,14.498,0,32.25,32.25,0,4.10206772016339,1570.23313294894,629560.155615056,28.5991047127329,2015,"3",262.348840669892,31.8135991708472,113.915766449353,"Grass/Shrub/Open Woodland",-0.97758600587696,-1.25453154293405,0.212080198321324,1.26510570273484,0.010216805819439,-0.991287955330923,1.45385314296516,0.903966758926292
"691.2015-08-25",691,2015-08-25,46.69527,-113.9794,5.654,36.877,0,42.531,42.531,2.04599861886754,4.53478691068919,1587.37143345916,532202.350082853,18.7753218846875,2015,"3",258.953082482987,32.0521951206102,113.900384054496,"Grass/Shrub/Open Woodland",-0.873185600641005,-1.00198981920824,0.263638694405586,-0.501041023381994,0.029503738505721,-0.99191597136593,0.372089283625468,0.821736446641492
